actively_hiring,Type_of_job,company_name,location,salary,experience,experience_enc
1.0,business development executive,chartered munshi,remote,₹  2 - 2.5 lpa,0-2 years,2
,corporate sales executive,pixelodia media and entertainment,hyderabad,₹  2 - 3.5 lpa,0-2 years,2
,tally accountant,mindless pandora tech solutions private limited,thane,₹  2 lpa,0-2 years,2
,digital marketing specialist,voice games,remote,₹  2 - 3 lpa,0-2 years,2
,marketing & sales assistant,arjas healthcare,pune,₹  2 lpa,0-2 years,2
,creative head & cinematographer,exentric creations,bangalore,₹  3 - 4 lpa,0-2 years,2
,finance & legal specialist,ravgins international private limited (wobb.ai),remote,₹  4 lpa,0-2 years,2
,marketing operations manager,ravgins international private limited (wobb.ai),remote,₹  4 - 6 lpa,0-5 years,4
,hr specialist,ravgins international private limited (wobb.ai),remote,₹  4 lpa,0-2 years,2
,automation tester,ravgins international private limited (wobb.ai),gurgaon,₹  4 lpa,0-2 years,2
,product manager,ravgins international private limited (wobb.ai),gurgaon,₹  4 - 8 lpa,0-5 years,4
,content development manager/scriptwriter (journalism),ravgins international private limited (wobb.ai),remote,₹  4 lpa,0-2 years,2
,video editor & producer,ravgins international private limited (wobb.ai),remote,₹  4 lpa,0-2 years,2
,junior social media marketing manager,ravgins international private limited (wobb.ai),remote,₹  4 lpa,0-2 years,2
1.0,customer service executive,torero softwares limited,mumbai,₹  2 - 2.5 lpa,0-2 years,2
,junior talent acquisition specialist,ravgins international private limited (wobb.ai),remote,₹  4 - 4.25 lpa,0-2 years,2
,product marketing manager,ravgins international private limited (wobb.ai),remote,₹  5 - 6 lpa,0-5 years,4
,creative writer,ssb media,gurgaon,₹  4.08 - 5.04 lpa,0-5 years,4
1.0,embedded systems executive,starlake consulting servicea,thane,₹  2 - 3 lpa,0-2 years,2
1.0,junior front end developer,datellers private limited,remote,₹  4 lpa,0-2 years,2
1.0,client service specialist and business development executive,carevilla solutions private limited,delhi,₹  2 - 2.25 lpa,0-2 years,2
1.0,video editor,go live on web,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,business development executive,go live on web,mumbai,₹  2 - 3 lpa,0-2 years,2
,data center inventory & asset technician,microsoft,pune,competitive salary,2-5 years,13
,associate - category management,myntra,bangalore,competitive salary,2-5 years,13
,senior operations executive,toolify private limited,noida,₹  3 - 4.8 lpa,1-3 years,6
,php developer,toolify private limited,delhi,₹  5 - 9 lpa,4-6 years,24
,sales manager,placement house,jamnagar,₹  2.4 - 4.2 lpa,1-3 years,6
,marketing executive,unicchem technologies,hyderabad,₹  3 - 6 lpa,1-3 years,6
,civil engineer,united hr solutions pvt. ltd.,ahmedabad,₹  43.2 - 50.4 lpa,4-6 years,24
,senior operations executive,toolify private limited,noida,₹  3 - 4.8 lpa,1-3 years,6
,business development manager,toolify private limited,noida,₹  6 - 10 lpa,4-6 years,24
,php developer,toolify private limited,delhi,₹  5 - 9 lpa,4-6 years,24
,digital marketing executive,pinkrock enterprises pvt. ltd.,gurgaon,competitive salary,1-3 years,6
,digital marketing specialist,os mgmt consulting services,noida,₹  2.4 - 3.6 lpa,1-3 years,6
,business development executive,margadarsi chit fund private limited,chennai,₹  3 - 3.6 lpa,10-15 years,10
,marketing executive,kukulkan manpower consultancy,chennai,₹  2.4 - 2.64 lpa,4-6 years,24
,sales executive,cresurge private limited,bangalore,₹  3 - 4.2 lpa,1-3 years,6
,digital marketing executive,jobstars hr solutions pvt ltd,cochin,competitive salary,1-3 years,6
,senior sales executive,investors clinic infratech private limited,karnal,₹  2.5 - 4.5 lpa,1-3 years,6
,business development associate,elasticrun,bangalore,₹  3.5 - 4.5 lpa,1-3 years,6
,business development manager,elasticrun,ludhiana,₹  6 - 8.5 lpa,4-6 years,24
,web developer,elasticrun,ludhiana,₹  6 - 10 lpa,4-6 years,24
,digital marketing executive,aidewiser soltek,bangalore,₹  2.16 - 2.64 lpa,0-1 years,1
,php developer,upsquare,ahmedabad,competitive salary,4-6 years,24
,business development manager,toolify private limited,noida,₹  6 - 10 lpa,4-6 years,24
,php developer,toolify private limited,delhi,₹  5 - 9 lpa,4-6 years,24
,business development associate,skill-lync,bangalore,₹  3.5 - 4.5 lpa,1-3 years,6
,architect,sahanas creations,coimbatore,competitive salary,1-3 years,6
,junior architect,sahanas creations,coimbatore,₹  2.64 - 3.48 lpa,0-1 years,1
,senior architect,sahanas creations,coimbatore,competitive salary,1-3 years,6
,senior manufacturing engineer,panacea medical technologies pvt ltd,malur,₹  3 - 4 lpa,4-6 years,24
,accountant,my naukri,jaipur,₹  3.5 - 4 lpa,4-6 years,24
,accountant,my naukri,raipur,₹  3.5 - 4 lpa,4-6 years,24
,accountant,my job hub,jaipur,₹  3.5 - 4 lpa,4-6 years,24
,business development executive,jobstars hr solutions pvt ltd,cochin,competitive salary,1-3 years,6
,digital marketing specialist,iglobe solutions,jaipur,₹  2.16 - 3 lpa,1-3 years,6
,field sales executive,huntover4u,delhi,₹  2.16 - 2.4 lpa,1-3 years,6
,electrical engineer,gvr technolabs private limited,lucknow,₹  2.16 - 2.28 lpa,1-3 years,6
,sales executive,factor human resources pvt. ltd.,ernakulam,₹  3 - 3.6 lpa,1-3 years,6
,content writer,earnyoung,bangalore,₹  3 - 5 lpa,1-3 years,6
,graphic designer,adengage,thane,₹  2.5 - 4.5 lpa,1-3 years,6
,analyst- cash & bank,dyson technology india private limited,bangalore,competitive salary,2-3 years,11
,junior data platform engineer,dyson technology india private limited,bangalore,competitive salary,3-5 years,19
,project manager,dyson technology india private limited,bangalore,competitive salary,3-5 years,19
,visual mobile developer,dyson technology india private limited,bangalore,competitive salary,3-5 years,19
,data scientist,dyson technology india private limited,bangalore,competitive salary,1-5 years,8
,key account manager - ecommerce,ferrero,pune,competitive salary,3-5 years,19
,senior key account sales officer,ferrero,bangalore,competitive salary,2-5 years,13
,senior sales officer,ferrero,bangalore,competitive salary,2-3 years,11
,sales officer,ferrero,hubli,competitive salary,2-3 years,11
,sales officer,ferrero,kanpur,competitive salary,2-5 years,13
,executive - human resources,ferrero,baramati,competitive salary,4-7 years,25
,wholesale sales officer,ferrero,jhansi,competitive salary,2-3 years,11
,it application specialist ii,ferrero,pune,competitive salary,1-5 years,8
,people experience manager,nestlé india limited,gurgaon,competitive salary,2-3 years,11
,regional rewards specialist,nestlé india limited,gurgaon,competitive salary,3-5 years,19
,regional benefits specialist,nestlé india limited,gurgaon,competitive salary,2-3 years,11
,director of catering,four seasons,bangalore,competitive salary,1-5 years,8
,director of restaurants & bars,four seasons,bangalore,competitive salary,3-5 years,19
,solution engineering – java,western union,pune,competitive salary,4-6 years,24
,senior associate - solution engineering,western union,pune,competitive salary,4-5 years,23
,manager - data engineering,western union,pune,competitive salary,1-5 years,8
,senior php developer,xceltec interactive private limited (a cmmi level 5 company),ahmedabad,₹  3 - 6 lpa,1-3 years,6
,graphic designer,vlaunchu,pune,₹  2.16 - 3 lpa,0-1 years,1
,accountant,trident dispatch,jaipur,₹  3 - 4 lpa,4-6 years,24
,recruiter,tradenfill,delhi,₹  2 - 3 lpa,1-3 years,6
,senior operations executive,toolify private limited,noida,₹  3 - 4.8 lpa,1-3 years,6
,senior php developer,toolify private limited,delhi,₹  5 - 9 lpa,4-6 years,24
,business development specialist,insnap technologies pvt ltd,bangalore,₹  3 - 6 lpa,1-3 years,6
,content writer,socialchaat,panchkula,₹  3 - 7.2 lpa,1-3 years,6
,copywriter,socialchaat,panchkula,₹  3 - 5.4 lpa,1-3 years,6
,finance specialist,r3 consultant,pune,₹  4 - 4.8 lpa,4-6 years,24
,mechanical engineer,my naukri,delhi,₹  2.16 - 2.52 lpa,0-1 years,1
,customer service specialist,letswork,bangalore,₹  2.16 - 4.68 lpa,0-1 years,1
,accountant,kiat staffing solutions,coimbatore,competitive salary,0-1 years,1
,marketing executive,jobstars hr solutions pvt ltd,cochin,competitive salary,1-3 years,6
,sales manager,jobstars hr solutions pvt ltd,cochin,competitive salary,1-3 years,6
,business development manager,jobstars hr solutions pvt ltd,cochin,competitive salary,4-6 years,24
,senior sales executive,investors clinic infratech private limited,panipat,₹  2.5 - 5 lpa,1-3 years,6
,python developer,hirextra -world's first staffing aggregator,hyderabad,₹  3 - 6 lpa,0-1 years,1
,senior python developer,gleecus techlabs inc.,hyderabad,₹  3 - 10 lpa,4-6 years,24
,digital marketing specialist,colan infotech private limited,chennai,competitive salary,7-10 years,31
,field sales executive,call for jobs,chennai,₹  2.4 - 3 lpa,1-3 years,6
,network lead engineer,disney star,mumbai,competitive salary,1-5 years,8
,software development engineer ii - cloud engineering,disney star,mumbai,competitive salary,2-4 years,12
,financial analyst,disney star,mumbai,competitive salary,1-3 years,6
,engagement manager - media,disney star,gurgaon,competitive salary,3-5 years,19
,account manager - small and medium business,disney star,gurgaon,competitive salary,3-5 years,19
,assistant manager – brand solutions sales,disney star,gurgaon,competitive salary,5-6 years,28
,recruiter,truhomes realty,noida,₹  3.12 - 3.6 lpa,1-3 years,6
,business development manager,toolify private limited,noida,₹  6 - 10 lpa,4-6 years,24
,php developer,toolify private limited,delhi,₹  5 - 9 lpa,4-6 years,24
,marketing manager,tesloye consultancy services,navi mumbai,₹  2.4 - 3 lpa,1-3 years,6
,sales manager,tesloye consultancy services,navi mumbai,₹  3 - 4.2 lpa,1-3 years,6
,content writer,sarvam safety equipment private limited,chennai,₹  2.5 - 3 lpa,1-3 years,6
,sales manager,rj solutions,alappuzha,₹  2.16 - 2.64 lpa,1-3 years,6
,mechanical engineer,rj solutions,alappuzha,₹  11.52 - 14.4 lpa,0-1 years,1
,fashion designer,hitek staffings,remote,₹  2.96 - 5.04 lpa,0-1 years,1
,sales manager,nexjob.in,gurgaon,competitive salary,4-6 years,24
,business development manager,me casa furnishings,mumbai,₹  3 - 4.2 lpa,4-6 years,24
,senior accountant,dcs group,jaipur,₹  3 - 4 lpa,4-6 years,24
,business development executive,hiring trendz placement services,noida,₹  3 - 3.48 lpa,1-3 years,6
,sales executive,factor human resources pvt. ltd.,cherthala,₹  2.76 - 3 lpa,1-3 years,6
,php developer,aces global consulting pvt ltd,delhi,₹  3 - 3.6 lpa,0-1 years,1
,digital marketing manager,unnati,delhi,competitive salary,3-7 years,21
,business development executive,whitelotuscorporation,ahmedabad,₹  2.4 - 6 lpa,1-3 years,6
,design engineer,united hr solutions pvt. ltd.,ahmedabad,₹  15 - 17 lpa,10-15 years,10
,senior operations executive,toolify private limited,noida,₹  3 - 4.8 lpa,1-3 years,6
,php developer,toolify private limited,delhi,₹  5 - 10 lpa,4-6 years,24
,senior business development executive,smiligence- software company,madurai,₹  2 - 10 lpa,4-6 years,24
,architect,sahanas creations,coimbatore,₹  3 - 4.2 lpa,1-3 years,6
,business development manager,rc project consultancy (rcpc),noida,competitive salary,7-10 years,31
,senior php developer,opulentus overseas career pvt ltd,hyderabad,₹  4 - 20 lpa,7-10 years,31
,operations associate,cresurge private limited,bangalore,₹  3 - 3.6 lpa,1-3 years,6
,design engineer,gravity consultants,pune,₹  2.4 - 3.4 lpa,1-3 years,6
,sales executive,factor human resources pvt. ltd.,cherthala,₹  2.64 - 3 lpa,1-3 years,6
,sales executive,factor human resources pvt. ltd.,ernakulam,₹  2.76 - 3 lpa,1-3 years,6
,business development executive,devdort,ahmedabad,₹  2.04 - 2.4 lpa,0-1 years,1
,graphic designer,c. krishniah chetty & co,bangalore,₹  2.4 - 3 lpa,1-3 years,6
,python developer,biomax security,ahmedabad,₹  5 - 6 lpa,1-3 years,6
,python developer,biomax security,ahmedabad,₹  5 - 6 lpa,1-3 years,6
,graphic designer,adengage,thane,₹  2.5 - 4.5 lpa,1-3 years,6
,forecasting analyst,ford,chennai,competitive salary,3-6 years,20
,product manager,ford,chennai,competitive salary,4-6 years,24
,architect - salesforce,ford,chennai,competitive salary,1-5 years,8
,cash accounting analyst,ford,chennai,competitive salary,1-5 years,8
,data scientist,ford,chennai,competitive salary,3-5 years,19
,software engineer,ford,chennai,competitive salary,1-5 years,8
,payroll analyst,ford,chennai,competitive salary,1-2 years,5
,cyber defense analyst,ford,chennai,competitive salary,3-5 years,19
,senior risk analyst,baker hughes,bangalore,competitive salary,5-6 years,28
,senior full stack developer,baker hughes,kochi,competitive salary,1-5 years,8
,sales manager,baker hughes,navi mumbai,competitive salary,5-6 years,28
,servicenow developer,baker hughes,remote,competitive salary,4-5 years,23
,fpga design engineer,baker hughes,mumbai,competitive salary,2-5 years,13
,automation testing engineer,baker hughes,pune,competitive salary,3-5 years,19
,quality assurance engineer,baker hughes,mumbai,competitive salary,3-5 years,19
,logistics specialist,baker hughes,coimbatore,competitive salary,4-5 years,23
,software developer - c#,baker hughes,kochi,competitive salary,4-8 years,26
,mechanical component engineer,baker hughes,coimbatore,competitive salary,2-8 years,16
,data & information architect,baker hughes,mumbai,competitive salary,3-8 years,22
,director - data & analytics,baker hughes,mumbai,competitive salary,5-6 years,28
,software engineer,baker hughes,mumbai,competitive salary,3-5 years,19
,design engineer,united hr solutions pvt. ltd.,ahmedabad,₹  15 - 17 lpa,10-15 years,10
,business development manager,toolify private limited,noida,₹  6 - 10 lpa,4-6 years,24
,senior operations executive,toolify private limited,noida,₹  3 - 4.8 lpa,1-3 years,6
,business development executive,thewellnessshop,jaipur,₹  14.4 - 21.6 lpa,0-1 years,1
,ui/ux designer,siyana info solutions pvt. ltd.,amritsar,₹  2 - 4 lpa,1-3 years,6
,field sales executive,siyana info solutions pvt. ltd.,chennai,₹  2 - 4 lpa,1-3 years,6
,architect,sahanas creations,coimbatore,₹  3 - 4.2 lpa,1-3 years,6
,php developer,r3 consultant,surat,₹  3 - 4 lpa,1-3 years,6
,fashion designer,hitek staffings,remote,₹  2.89 - 5.28 lpa,0-1 years,1
,business development executive,nittany creative services llp,chennai,₹  21.6 - 25.92 lpa,0-1 years,1
,web developer,netgains,mohali,₹  3 - 4.8 lpa,1-3 years,6
,senior php developer,livocta jobs,ahmedabad,₹  2 - 6 lpa,4-6 years,24
,senior sales executive,investors clinic infratech private limited,panipat,₹  2.5 - 5 lpa,1-3 years,6
,business analyst,fertis india private limited,hyderabad,competitive salary,7-10 years,31
,senior interior designer,elegante interiors,bangalore,₹  2.4 - 4.2 lpa,1-3 years,6
,business development manager,earnyoung,bangalore,₹  4 - 8 lpa,1-3 years,6
,senior php developer,adengage,thane,₹  2 - 6 lpa,4-6 years,24
,computer scientist,adobe,noida,competitive salary,5-6 years,28
,commercial manager - sales strategy & operations,adobe,remote,competitive salary,5-6 years,28
,experience developer,adobe,bangalore,competitive salary,1-5 years,8
,campaign manager - adobe advertising,adobe,bangalore,competitive salary,4-5 years,23
,software quality engineer,adobe,bangalore,competitive salary,1-5 years,8
,risk advisory internal audit executive,kpmg,bangalore,competitive salary,1-2 years,5
,finance managed services analyst,kpmg,gurgaon,competitive salary,1-3 years,6
,consultant - ux,kpmg,pune,competitive salary,4-6 years,24
,consultant - java backend,kpmg,bangalore,competitive salary,4-5 years,23
,consultant - digital marketing,kpmg,bangalore,competitive salary,3-5 years,19
,risk advisory data analytics executive,kpmg,mumbai,competitive salary,1-3 years,6
,risk advisory internal audit assistant manager,kpmg,gurgaon,competitive salary,5-7 years,29
,technology enablement sap-mm executive,kpmg,gurgaon,competitive salary,2-5 years,13
,health & social services,kpmg,gurgaon,competitive salary,3-5 years,19
,technology enablement sap - mm analyst,kpmg,gurgaon,competitive salary,2-5 years,13
,sap - mm,kpmg,mumbai,competitive salary,4-5 years,23
,technology enablement retail manager,kpmg,bangalore,competitive salary,1-5 years,8
,digital trust - executive,kpmg,mumbai,competitive salary,1-5 years,8
,senior manager,kpmg,mumbai,competitive salary,1-5 years,8
,manager - talent acquisition,urban company,gurgaon,competitive salary,4-7 years,25
,brand manager,urban company,gurgaon,competitive salary,2-5 years,13
,manager - people excellence,urban company,bangalore,competitive salary,1-5 years,8
,people success partner - talent management,urban company,gurgaon,competitive salary,1-3 years,6
,php developer,toolify private limited,delhi,₹  5 - 9 lpa,4-6 years,24
,senior php developer,adengage,thane,₹  2 - 6 lpa,4-6 years,24
,digital marketing manager,truliyo digital,gurgaon,₹  3 - 7 lpa,4-6 years,24
,finance specialist,r3 consultant,pune,₹  4 - 4.8 lpa,4-6 years,24
,senior business development executive,os mgmt consulting services,noida,₹  43.2 - 57.6 lpa,1-3 years,6
,senior business development executive,os mgmt consulting services,noida,₹  3.6 - 4.8 lpa,1-3 years,6
,wordpress developer,livocta jobs,rajkot,₹  2 - 3 lpa,1-3 years,6
,content writer,livocta jobs,rajkot,₹  2 - 4 lpa,1-3 years,6
,design engineer,karizma konnect,ahmedabad,₹  2 - 3 lpa,4-6 years,24
,recruiter,jobstars hr solutions pvt ltd,cochin,competitive salary,1-3 years,6
,graphic designer,huntover4u,noida,₹  2.16 - 2.4 lpa,1-3 years,6
,accountant,gravity consultants,chakan,₹  2.5 - 3.5 lpa,1-3 years,6
,sales executive,factor human resources pvt. ltd.,cherthala,₹  3 - 3.6 lpa,1-3 years,6
,sales executive,factor human resources pvt. ltd.,ernakulam,₹  2.4 - 3 lpa,1-3 years,6
,web developer,digital epcs private limited,chennai,competitive salary,1-3 years,6
,sales executive,call for jobs,chennai,₹  2.4 - 3.36 lpa,1-3 years,6
,graphic designer,a l paper house,jaipur,₹  3 - 5 lpa,4-6 years,24
,business development executive,workquest india,ahmedabad,₹  2.16 - 3 lpa,1-3 years,6
,php developer,web idea solution llp,kolkata,₹  5 - 6 lpa,4-6 years,24
,interior designer,sahanas creations,coimbatore,₹  3 - 4.2 lpa,1-3 years,6
,junior architect,sahanas creations,coimbatore,₹  4.2 - 6 lpa,4-6 years,24
,python developer,opulentus overseas career pvt ltd,hyderabad,₹  3 - 9 lpa,4-6 years,24
,senior php developer,opulentus overseas career pvt ltd,hyderabad,₹  4 - 15 lpa,7-10 years,31
,business development manager,huntover4u,noida,₹  6 - 7.2 lpa,4-6 years,24
,business development manager,hiring trendz placement services,kolkata,₹  7 - 12 lpa,10-15 years,10
,business development manager,hiring trendz placement services,mumbai,₹  7 - 12 lpa,10-15 years,10
,business development manager,hiring trendz placement services,delhi,competitive salary,10-15 years,10
,business development manager,hiring trendz placement services,ahmedabad,competitive salary,10-15 years,10
,javascript developer,aces global consulting pvt ltd,delhi,₹  12 - 20 lpa,4-6 years,24
,junior backend developer,unnati,gurgaon,competitive salary,2-4 years,12
,business analyst,unnati,gurgaon,competitive salary,1-5 years,8
,graphic designer,rage coffee,delhi,competitive salary,3-7 years,21
,manager horeca sales,rage coffee,delhi,competitive salary,5-7 years,29
,performance marketing specialist,rage coffee,delhi,competitive salary,4-7 years,25
,corporate sales manager,rage coffee,delhi,competitive salary,3-7 years,21
,junior recruiter,rage coffee,delhi,competitive salary,2-4 years,12
,assistant manager - production planning and scheduling,rage coffee,delhi,competitive salary,4-6 years,24
,digital marketing executive,unnati,mumbai,competitive salary,1-6 years,9
,business analyst,unnati,bangalore,competitive salary,1-4 years,7
,graphic designer,unnati,delhi,competitive salary,1-5 years,8
,senior business analyst - risk management,salesforce,hyderabad,competitive salary,4-5 years,23
,executive assistant,salesforce,hyderabad,competitive salary,5-6 years,28
,salesforce development support,salesforce,hyderabad,competitive salary,2-6 years,14
,senior data product manager,farfetch group,delhi,competitive salary,3-5 years,19
,data infrastructure product manager,farfetch group,delhi,competitive salary,1-5 years,8
,senior customer analyst,farfetch group,delhi,competitive salary,1-5 years,8
,finance manager,truecaller,bangalore,competitive salary,1-5 years,8
,data scientist,truecaller,bangalore,competitive salary,3-5 years,19
,customer support agent - chat,truecaller,bangalore,competitive salary,2-3 years,11
,data analyst,truecaller,bangalore,competitive salary,3-5 years,19
,crm automation specialist,truecaller,bangalore,competitive salary,4-5 years,23
,senior product owner,truecaller,bangalore,competitive salary,5-6 years,28
,communications specialist,red bull,mumbai,competitive salary,5-6 years,28
,field sales manager,red bull,delhi,competitive salary,2-5 years,13
,gaming manager - off-role position,red bull,mumbai,competitive salary,5-6 years,28
,regional controller,red bull,mumbai,competitive salary,5-6 years,28
,php developer,xceltec interactive private limited (a cmmi level 5 company),ahmedabad,₹  3 - 7 lpa,1-3 years,6
,business development executive,windzard technologies,bangalore,₹  2.4 - 4.8 lpa,1-3 years,6
,business development manager,windzard technologies,bangalore,₹  2.4 - 4.8 lpa,1-3 years,6
,junior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,1-3 years,6
,accountant,united hr solutions pvt. ltd.,navi mumbai,competitive salary,1-3 years,6
,business development executive,loft17,indore,competitive salary,0-1 years,1
,business development executive,loft17,indore,competitive salary,0-1 years,1
,photographer,kiat staffing solutions,coimbatore,competitive salary,0-1 years,1
,cinematographer,kiat staffing solutions,coimbatore,competitive salary,0-1 years,1
,cinematographer,geometrics space structures private limited - india,coimbatore,competitive salary,0-1 years,1
,sales executive,factor human resources pvt. ltd.,ernakulam,₹  3 - 3.6 lpa,1-3 years,6
,android developer,slice,bangalore,competitive salary,5-6 years,28
,ios developer,slice,bangalore,competitive salary,2-4 years,12
,assistant manager - capital markets,slice,bangalore,competitive salary,2-4 years,12
,assistant manager - capital markets,slice,bangalore,competitive salary,2-4 years,12
,assistant manager - capital markets,slice,bangalore,competitive salary,2-4 years,12
,backend developer,slice,bangalore,competitive salary,5-6 years,28
,devops engineer,slice,bangalore,competitive salary,5-6 years,28
,backend developer,slice,bangalore,competitive salary,5-6 years,28
,ux copywriter,slice,bangalore,competitive salary,3-5 years,19
,lead analyst,slice,bangalore,competitive salary,4-7 years,25
,senior business development manager,zkteco,bangalore,competitive salary,4-6 years,24
,telecaller,zipaworld,noida,competitive salary,0-1 years,1
,operations executive,zipaworld,noida,competitive salary,1-3 years,6
,operations executive,zipaworld,noida,competitive salary,1-3 years,6
,accountant,zenith rollers pvt ltd,delhi,₹  3 - 3.6 lpa,1-3 years,6
,accountant,zenith rollers pvt ltd,noida,₹  3.6 - 4.2 lpa,4-6 years,24
,accountant,zenith rollers pvt ltd,chennai,₹  3 - 4.2 lpa,4-6 years,24
,recruiter,zenithglobalagency,hyderabad,competitive salary,1-3 years,6
,recruiter,zenithglobalagency,hyderabad,competitive salary,1-3 years,6
,digital marketing specialist,zenithglobalagency,hyderabad,competitive salary,1-3 years,6
,recruiter,zenithglobalagency,hyderabad,competitive salary,1-3 years,6
,marketing executive,zealtop granito pvt. ltd.,morbi,₹  6 - 9 lpa,1-3 years,6
,digital marketing manager,zeal hind groups,remote,₹  5 - 10 lpa,7-10 years,31
,digital marketing manager,zeal hind groups,remote,₹  5 - 10 lpa,7-10 years,31
,digital marketing manager,zeal hind groups,noida,₹  5 - 10 lpa,7-10 years,31
,digital marketing manager,zeal hind groups,bangalore,₹  5 - 10 lpa,7-10 years,31
,business development manager,zeal hind groups,noida,₹  2 - 7 lpa,4-6 years,24
,digital marketing manager,zeal hind groups,remote,₹  5 - 11 lpa,7-10 years,31
,digital marketing manager,zeal hind groups,mumbai,₹  5 - 11 lpa,7-10 years,31
,business development manager,zeal hind groups,noida,₹  2 - 7 lpa,4-6 years,24
,digital marketing manager,zeal hind groups,delhi,₹  5 - 9 lpa,7-10 years,31
,python developer,yotta technologies private limited,hyderabad,₹  5 - 9 lpa,1-3 years,6
,senior business development manager,yoctel solutions private limited,delhi (united states),₹  3 - 8 lpa,4-6 years,24
,talent acquisition specialist,xplore health technologies pvt. ltd.,pune,₹  2.4 - 3 lpa,4-6 years,24
,software tester,xomic infotech private limited,ahmedabad,₹  2.8 - 4 lpa,1-3 years,6
,junior java developer,xomic infotech private limited,ahmedabad,₹  2.16 - 6 lpa,1-3 years,6
,business analyst,xomic infotech private limited,ahmedabad,₹  2.16 - 4.2 lpa,1-3 years,6
,business development executive,workquest india,ahmedabad,₹  4.8 - 8.4 lpa,1-3 years,6
,business development executive,workquest india,remote,₹  6 - 8.4 lpa,1-3 years,6
,field sales executive,wisedrive technologies private limited,bangalore,₹  2.4 - 3 lpa,0-1 years,1
,sales manager,windzard technologies,chennai,₹  3 - 5 lpa,1-3 years,6
,sales executive,windzard technologies,chennai,₹  2.5 - 5 lpa,1-3 years,6
,sales executive,windzard technologies,chengalpattu,competitive salary,0-1 years,1
,business development manager,windzard technologies,chennai,₹  2.75 - 5 lpa,1-3 years,6
,sales executive,windzard technologies,kerala,₹  2.75 - 5 lpa,0-1 years,1
,business development executive,windzard technologies,bangalore,₹  2.75 - 6 lpa,1-3 years,6
,python developer,white collar org,mumbai,₹  6 - 12 lpa,4-6 years,24
,business development manager,web idea solution llp,bangalore,₹  5 - 8 lpa,4-6 years,24
,sales manager,web digital mantra it services pvt ltd,bangalore,₹  2 - 6 lpa,4-6 years,24
,sales manager,web digital mantra it services pvt ltd,bangalore,₹  2 - 6 lpa,4-6 years,24
,senior php developer,w3speedup,jaipur,₹  3.6 - 8.64 lpa,4-6 years,24
,marketing manager,vtk automobiles private limited,chennai,competitive salary,4-6 years,24
,brand manager,vtk automobiles private limited,chennai,competitive salary,1-3 years,6
,sales manager,vtk automobiles private limited,chennai,competitive salary,1-3 years,6
,business development executive,vinayak ingridients pvt ltd,mumbai,₹  3 - 6 lpa,1-3 years,6
,business development executive,vinayak ingridients pvt ltd,mumbai,₹  3 - 6 lpa,1-3 years,6
,business development manager,vhm consultants,mumbai,competitive salary,4-6 years,24
,digital marketing executive,v green media private limited,hyderabad,₹  2.4 - 3 lpa,1-3 years,6
,digital marketing executive,v green media private limited,hyderabad,₹  2.5 - 3 lpa,1-3 years,6
,design engineer,vee technologies,remote,competitive salary,4-6 years,24
,design engineer,vee technologies,remote,competitive salary,4-6 years,24
,interior designer,vedlogic solutions pvt. ltd.,ahmedabad,₹  14.4 - 57.6 lpa,1-3 years,6
,business development manager,vedlogic solutions pvt. ltd.,hyderabad,competitive salary,7-10 years,31
,sales manager,vashishtha it services,hyderabad,₹  7 - 8 lpa,4-6 years,24
,marketing manager,vashishta systems,hyderabad,₹  5 - 12 lpa,4-6 years,24
,graphic designer,vanesa cosmetics private limited,delhi,competitive salary,4-6 years,24
,recruiter,valeth hightech composites private limited,hyderabad,₹  2.4 - 3.6 lpa,4-6 years,24
,wordpress developer,vakanzy.com,thiruvananthapuram,₹  3 - 3.5 lpa,1-3 years,6
,business development manager,vakanzy.com,coimbatore,₹  8 - 10 lpa,4-6 years,24
,senior product manager,vakanzy.com,coimbatore,₹  20 - 25 lpa,7-10 years,31
,business development executive,uselocator india private limited,guna,₹  2.16 - 3.6 lpa,1-3 years,6
,business development manager,uselocator india private limited,sehore,₹  2.16 - 6 lpa,4-6 years,24
,business development manager,uselocator india private limited,vidisha,₹  2.16 - 6 lpa,4-6 years,24
,business development manager,uselocator india private limited,raisen,₹  2.16 - 6 lpa,4-6 years,24
,business development manager,uselocator india private limited,indore,₹  2.5 - 5 lpa,4-6 years,24
,sales manager,urbanrise,chennai,₹  2.4 - 4.8 lpa,4-6 years,24
,business development executive,urban avenues - your investment consultant,noida,₹  2 - 5 lpa,1-3 years,6
,sales manager,urban avenues - your investment consultant,noida,₹  4 - 6 lpa,1-3 years,6
,wordpress developer,upsquare,ahmedabad,competitive salary,1-3 years,6
,php developer,upsquare,ahmedabad,competitive salary,1-3 years,6
,php developer,upsquare,ahmedabad,competitive salary,1-3 years,6
,php developer,upsquare,ahmedabad,competitive salary,1-3 years,6
,full stack developer,ultrafly solutions private limited,remote,₹  7.2 - 9.6 lpa,4-6 years,24
,wordpress developer,ultrafly solutions private limited,remote,₹  3 - 3.24 lpa,1-3 years,6
,business development executive,ultrafly solutions private limited,chennai,₹  2 - 2.5 lpa,0-1 years,1
,lead generation specialist,ultrafly solutions private limited,chennai,₹  3 - 5 lpa,4-6 years,24
,senior business development executive,ultrafly solutions private limited,chennai,₹  5 - 10 lpa,4-6 years,24
,business development executive,ultrafly solutions private limited,chennai,₹  3 - 5 lpa,0-1 years,1
